page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
109,1050,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2-Lane with Paved Shoulders from Km 116.800 to 149.070Design Changes on Hosadurga - Holalkere Section of NH-173 in the State of Karnataka on EPC mode under Annual Plan 2021-22 Job no. NH-173-KNT-2021-22-946,MoRTH,618000,-,-,Karnataka,03/2022,10/2022,02/2024,06/2026,170.34,147.39,111.33,100.0
109,1051,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2LPS from Km 71.00 to 104.00 Existing chainages Sarjapur to Pattadkallu on Bhanapur to Gaddanakeri section NH-367 in the State of Karnataka under NHO on EPC mode under Annual Plan 2022-23 NH-367-KNT-2022-23-972 dated 08.02.2023,MoRTH,618027,-,-,Karnataka,02/2023,03/2024,03/2026,12/2026,445.62,445.62,198.15,90.0
109,1052,Ministry of Road Transport & Highways,Roads & Highways,"Construction of Bypass at Kuknoor, Yelburga, Gajendragada of Bhanapur Gaddanakeri section of NH-367 in the State of Karnataka under NHO on EPC mode under Annual Plan 2022-23. NH-367-KNT-2022-23-973 dated 08.02.2023",MoRTH,618028,-,-,Karnataka,02/2023,06/2025,06/2027,06/2027,333.96,333.96,63.62,36.0
109,1053,Ministry of Road Transport & Highways,Roads & Highways,Widening to 4 lane from Km. 133.00 to 158.04 design Chainage Km. 130.88 to 155.145 Shirur Cross to Gaddankeri of NH-367 in the State of Karnataka on EPC mode. Job No. NH-367-KNT-2021-22-930,MoRTH,618029,-,-,Karnataka,01/2022,01/2023,01/2025,03/2027,350.69,312.06,203.12,83.33
109,1054,Ministry of Road Transport & Highways,Roads & Highways,Balance work of Construction of Two/Four lane with paved shoulder from Km 422.000 to 523.600 Chitradurga to Shivamogga of NH-13 in the state of Kanataka on EPC mode.,MoRTH,618031,-,-,Karnataka,01/2021,12/2021,12/2025,08/2026,516.96,516.96,121.75,98.0
110,1055,Ministry of Road Transport & Highways,Roads & Highways,"Widening to Two Lane with Paved Shoulders from KB Cross to Chunchanahalli ie., Design Ch. 485240 Km Existing Km 494.000 to Design Ch. 523393 Km Existing km 533.152 & From Design Ch. 530393 Existing Km 540.175 to Design Ch. 534476 Existing Km 544.200 at Nelligere of NH-150A on EPC mode under Annual Plan 2022-23 NH-150A-KNT-2022-23-977 dated 08.03.2023",MoRTH,618086,-,-,Karnataka,03/2023,07/2025,01/2027,01/2027,617.28,617.28,8.03,48.5
110,1056,Ministry of Road Transport & Highways,Roads & Highways,Widening to intermediate/two lane to 2 lane with paved shoulder from Existing chanages Km 112.750 to 142.00 Liingasur to Mudabal cross & from Km. 147.070 to Km. 149.070 Maski city limit of Jewargi Chamrajnagar setion of NH-150A in the state of Karnataka on EPC mode. Job No. NH-150A-KNT-2021-22-951,MoRTH,618087,-,-,Karnataka,03/2022,01/2023,07/2024,08/2026,255.88,255.88,185.27,96.0
110,1057,Ministry of Road Transport & Highways,Roads & Highways,Widening to Two Lane with Paved Shoulders from Km 0.00 Design Chainage 0.00 to Km 23.338 Design Chainage 23310 of NH-166E MH/KNT Border- Kanamadi- Bijjargi- Tikota section in the state of Karnataka in EPC Mode under Annual plan 2022-23 NH- 166E-KNT-2022-23-974,MoRTH,618095,-,-,Karnataka,02/2023,09/2024,03/2026,03/2027,196.05,196.05,72.94,75.0
110,1058,Ministry of Road Transport & Highways,Roads & Highways,Widening to 4 lane from Km 51.60 to 76.20 Hebri to Parkala and from Km 85.20 to 88.90 Karavali junction to Malpe of Thirthahalli-Udupi-Malpe Section of NH-169A in the State of Karnataka on EPC Mode under Annual plan 2021-22 Job No. NH-169A- KNT-2021-22-927,MoRTH,618109,-,-,Karnataka,01/2022,12/2022,12/2024,11/2026,355.72,355.72,217.46,88.33
110,1059,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2 Lane with Paved Shoulders from design Km 103.200 Existing Km 103.200 to design Km 116.700 Existing Km 118.470 on AP/KNT Border to Sira Section of NH-544E in the State of Karnatakaon EPC mode under Annual plan 2022- 23,MoRTH,618147,-,-,Karnataka,01/2023,03/2024,09/2025,08/2026,166.58,166.58,46.69,65.0
110,1060,Ministry of Road Transport & Highways,Roads & Highways,Widening to 4LPS of NH-548B from Km 80.000 Near Murgundi to Km 140.200 Near Chikkodi excluding length from Km 118.450 to Km 128.450 in the State of Karnataka under NH O on EPC Mode under Annual Plan 2022-23 - Package 1 NH-548B-KNT- 2022-23-979 dated 09.03.2023,MoRTH,618148,-,-,Karnataka,03/2023,04/2026,04/2028,04/2028,785.79,785.79,6.15,0.0
110,1061,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved shoulders from Km 0.00 to 102.310 Design Chainage of NH-548B Murrum-Maharashtra Border in the State of Karnataka,MoRTH,618149,-,-,Karnataka,02/2023,01/2025,01/2027,01/2027,957.09,957.09,288.23,60.21
110,1062,Ministry of Road Transport & Highways,Roads & Highways,Widening to 4LPS of NH-548B from Km 118.450 Near Shirguppi to Km 128.450 Near Ankali in the State of Karnataka under NH O on EPC Mode Under Annual Plan 2022- 23 NH-548B-KNT-2022-23-982,MoRTH,618151,-,-,Karnataka,03/2023,05/2026,05/2029,-,1084.29,1084.29,1.71,0.0
110,1063,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2 Lane with paved shoulder from km 55.6 to km 90.7 existing chainages of NH-766C complete Realignment of 13.76 km with 2 major Bridges across Sharavathi Backwaters on EPC mode under Annual Plan 2022-23 in the state of Karnataka NH-766C-KNT-2022-23 dated 14.10.2022,MoRTH,618184,-,-,Karnataka,01/2023,02/2024,02/2026,12/2027,313.56,313.56,160.08,65.0
110,1064,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2LPS from Km 0.000 to 37.850 Except Ex. Km 24.45 to 27.20 of NH-766c Byndoor-Ranebennur Section in the state of Karnataka on EPC Mode under Annual Plan 2022-23 NH-766C-KNT-2022-23-969 dated 30.12.2022,MoRTH,618185,-,-,Karnataka,12/2022,08/2025,08/2027,08/2027,394.95,394.95,15.68,12.0
110,1065,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved shoulder of NH-73New spur road Ujire - Dharmasthala - Periyashanthi in the State of Karnataka under NHO on HAM Mode Job No. NH-73Spur-KNT-2023-24-996,MoRTH,618189,-,-,Karnataka,01/2024,11/2025,11/2027,11/2027,613.65,613.65,66.04,25.18
110,1066,Ministry of Road Transport & Highways,Roads & Highways,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,NHAI,618517,-,-,Karnataka,12/2021,03/2023,09/2025,05/2027,1135.39,763.36,744.42,83.19
110,1067,Ministry of Road Transport & Highways,Roads & Highways,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,NHAI,618518,-,-,Karnataka,01/2017,01/2018,07/2020,12/2026,1454.67,1805.84,1273.5,98.87
110,1068,Ministry of Road Transport & Highways,Roads & Highways,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],NHAI,618520,-,-,Karnataka,08/2020,04/2021,04/2023,09/2026,1438.74,1786.57,1294.84,99.2
110,1069,Ministry of Road Transport & Highways,Roads & Highways,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,NHAI,618630,-,-,Karnataka,02/2022,12/2022,06/2025,12/2026,2355.56,1923.3,1012.1,81.35
111,1070,Ministry of Road Transport & Highways,Roads & Highways,4 Lane with PS from Des. Ch 228.500 to Des. Ch. 273.400 of Belgaum-Hungund- Raichur Section of NH 748 A Package-6,NHAI,618649,-,-,Karnataka,03/2023,11/2024,11/2026,06/2027,1246.15,1012.78,399.31,53.8
111,1071,Ministry of Road Transport & Highways,Roads & Highways,4 Lane with PS from Des. Ch 89.900 to Des. Ch. 136.100 of Belgaum-Hungund- Raichur Section of NH-748A Package-3,NHAI,618650,-,-,Karnataka,01/2024,04/2025,04/2027,02/2028,1363.9,1219.62,306.09,24.5
111,1072,Ministry of Road Transport & Highways,Roads & Highways,4 Lane with PS from Des. Ch 43.800 to Des. Ch. 89.900 of Belgaum-Hungund- Raichur Section of NH-748A Package-2,NHAI,618651,-,-,Karnataka,02/2024,03/2025,02/2027,07/2027,1427.88,1293.94,594.55,58.7
111,1073,Ministry of Road Transport & Highways,Roads & Highways,4LPS Access Controlled Highway of Bellary Bypass Balance work from Ch. 254750 to Ch. 266837 and construction of 4LPS from Ch. 277.690 to Ch. 278.690 at D. Hirehal Village Balance work of NH 150A of Bellary Byrapura Section,NHAI,618697,-,-,Karnataka,02/2024,08/2024,07/2026,10/2027,626.01,284.05,113.26,38.97
111,1074,Ministry of Road Transport & Highways,Roads & Highways,4L of Addahole Near Gundya to Bantwal Cross section Pkg-02 from Design Km 270.270 to Design km 318.55 including flyover at Kalladka Town including approaches from Km. 311.57 to Km. 313.67 of NH-75 Old NH-48,NHAI,618702,-,-,Karnataka,12/2020,11/2021,11/2023,04/2027,1660.19,1318.24,1452.0,94.21
111,1075,Ministry of Road Transport & Highways,Roads & Highways,Bangalore-Nidagatta Pkg. I,NHAI,618706,-,-,Karnataka,02/2018,05/2019,11/2021,09/2026,3496.01,4087.42,4315.21,99.19
111,1076,Ministry of Road Transport & Highways,Roads & Highways,Additional works under BM1 to ensure road safety under 6L of Bengaluru Mysuru Access control with close toll from Km.17.300 to Km.136.300 of NH-275,NHAI,618707,-,-,Karnataka,11/2024,01/2026,01/2028,05/2028,738.37,738.37,32.83,12.67
111,1077,Ministry of Road Transport & Highways,Roads & Highways,4L of Left-Over Works of Hospet-Bellary -Karnataka/AP border from Km.280.080 Dec.Ch. to Km.375450Des.Ch. of NH-63 New-67,NHAI,618709,-,-,Karnataka,03/2023,05/2023,05/2025,04/2028,1340.15,992.6,929.02,92.51
111,1078,Ministry of Road Transport & Highways,Roads & Highways,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69,NHAI,618799,-,-,Karnataka,03/2018,12/2020,12/2022,11/2026,440.16,456.79,471.12,95.23
111,1079,Ministry of Road Transport & Highways,Roads & Highways,4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur - KR Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275 Pkg. III,NHAI,618870,-,-,Karnataka,02/2023,04/2025,04/2027,01/2028,883.62,1726.65,447.11,27.8
111,1080,Ministry of Road Transport & Highways,Roads & Highways,4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near Hemmige Village Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275 Pkg. II,NHAI,618871,-,-,Karnataka,02/2023,12/2025,12/2027,05/2028,909.86,896.42,325.85,14.53
111,1081,Ministry of Road Transport & Highways,Roads & Highways,4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara - Yelawala Road Junction fcrom Km 169.000 to Km 195.550 of NH-275 Pkg-IV,NHAI,618872,-,-,Karnataka,02/2023,04/2025,04/2027,03/2028,1062.76,952.03,272.55,19.58
111,1082,Ministry of Road Transport & Highways,Roads & Highways,4L PS from near Yalachahalli village KR Nagara - Yelawala Road junction to Srirangapatna Bypass Near Paschima Vahini from km 195.550 to Km 214.535 of NH- 275 Pkg-V,NHAI,618873,-,-,Karnataka,01/2023,04/2025,04/2027,04/2028,1272.71,1203.2,462.59,17.36
111,1083,Ministry of Road Transport & Highways,Roads & Highways,4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206 Tumkur- Shivamogga Pkg-IV,NHAI,618887,-,-,Karnataka,01/2019,10/2021,10/2023,03/2027,2082.98,2545.11,1645.24,84.25
111,1084,Ministry of Road Transport & Highways,Roads & Highways,4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169 Karkala - Mangalore Package-III,NHAI,618896,-,-,Karnataka,03/2021,10/2022,10/2024,04/2027,1386.41,2038.71,1251.68,76.1
111,1085,Ministry of Road Transport & Highways,Roads & Highways,4L Expressway from Km 26.400 to km 53.500 of Malur to Bangarpet section of Bangalore-Chennai Expressway Phase-I Package-II,NHAI,619065,-,-,Karnataka,12/2020,09/2021,09/2023,09/2026,1745.0,1729.63,1103.49,99.8
111,1086,Ministry of Road Transport & Highways,Roads & Highways,Tumkur - Nelamangala 6L,NHAI,619071,-,-,Karnataka,03/2021,08/2022,08/2025,03/2027,2032.15,1664.2,1086.24,61.36
111,1087,Ministry of Road Transport & Highways,Roads & Highways,Bangalore/TN border to Hoskote,NHAI,619072,-,-,Karnataka,02/2022,02/2023,02/2025,11/2026,1181.68,1297.76,1153.14,94.89
112,1088,Ministry of Road Transport & Highways,Roads & Highways,4L of 42.000 to km 80.00 of Dodaballapur Bypass to Hoskote section of NH-648 Old NH-207 [Bangalore Ring Road Pkg 2],NHAI,619073,-,-,Karnataka,02/2020,02/2021,02/2023,09/2026,1317.74,1846.52,1367.2,99.2
112,1089,Ministry of Road Transport & Highways,Roads & Highways,Goa / Karnataka Km.93.700 to Kundapur Km.283.30,NHAI,619096,-,-,Karnataka,07/2012,03/2014,08/2016,10/2026,1644.92,1990.99,1849.51,97.94
112,1090,Ministry of Road Transport & Highways,Roads & Highways,4 Lane with PS from Des. Ch 182.300 to Des. Ch. 228.500 of Belgaum-Hungund- Raichur Section of NH 748 A Package-5,NHAI,619106,-,-,Karnataka,03/2023,11/2024,11/2026,08/2027,1141.88,868.65,255.41,40.63
112,1091,Ministry of Road Transport & Highways,Roads & Highways,4 Lane with PS from Des. Ch 136.100 to Des. Ch. 182.300 of Belgaum-Hungund- Raichur Section of NH-748A Package-4,NHAI,619107,-,-,Karnataka,02/2024,09/2025,09/2027,04/2028,1311.41,1123.35,227.73,15.0
112,1092,Ministry of Road Transport & Highways,Roads & Highways,4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1,NHAI,619108,-,-,Karnataka,02/2024,06/2025,06/2027,10/2027,1452.43,1256.55,490.31,40.21
112,1093,Ministry of Road Transport & Highways,Roads & Highways,Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka,NHAI,619117,-,-,Karnataka,12/2015,03/2017,03/2019,08/2026,1021.57,1091.4,1068.91,97.8
112,1094,Ministry of Road Transport & Highways,Roads & Highways,Nidagatta-Mysore Pkg II,NHAI,619120,-,-,Karnataka,02/2018,12/2019,06/2022,09/2026,2919.8,4113.89,3715.84,99.19
112,1095,Ministry of Road Transport & Highways,Roads & Highways,Yekkambi-Haveri,NHAI,619138,-,-,Karnataka,09/2021,03/2022,03/2024,02/2028,294.62,309.9,94.8,24.7
112,1096,Ministry of Road Transport & Highways,Roads & Highways,BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH- 209 in Karnataka,NHAI,619150,-,-,Karnataka,04/2016,08/2017,08/2019,09/2026,2082.69,2859.93,2242.71,99.7
112,1097,Ministry of Road Transport & Highways,Roads & Highways,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,NHAI,619164,-,-,Karnataka,03/2018,03/2019,09/2021,03/2027,1214.3,1195.74,917.82,75.72
112,1098,Ministry of Road Transport & Highways,Roads & Highways,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III,NHAI,619211,-,-,Karnataka,03/2022,04/2023,10/2025,11/2026,2104.7,2065.83,984.28,73.9
112,1099,Ministry of Road Transport & Highways,Roads & Highways,4L of Channarayapatna Bypass and Hassan Bypass with structures in Devihalli - Hassan section,NHAI,619214,-,-,Karnataka,04/2020,01/2021,01/2023,10/2026,688.0,684.54,600.43,82.34
112,1100,Ministry of Road Transport & Highways,Roads & Highways,4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195,NHAI,619218,-,-,Karnataka,02/2018,10/2019,10/2021,08/2026,1364.14,1692.12,1336.55,100.0
112,1101,Ministry of Road Transport & Highways,Roads & Highways,4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206,NHAI,619219,-,-,Karnataka,02/2018,10/2019,10/2021,12/2026,1505.85,1989.89,1298.78,99.98
112,1102,Ministry of Road Transport & Highways,Roads & Highways,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,NHAI,619220,-,-,Karnataka,02/2018,03/2021,03/2023,12/2026,1444.5,1834.81,872.97,98.0
112,1103,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,MoRTH,618070,-,-,Kerala,02/2017,08/2017,08/2019,06/2026,294.28,315.63,0.0,98.0
112,1104,Ministry of Road Transport & Highways,Roads & Highways,6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468,NHAI,618595,-,-,Kerala,06/2020,10/2021,04/2024,03/2027,1746.45,2538.06,1447.45,90.82
112,1105,Ministry of Road Transport & Highways,Roads & Highways,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,NHAI,618596,-,-,Kerala,08/2020,11/2021,05/2024,01/2028,2714.6,3557.65,2020.35,83.7
112,1106,Ministry of Road Transport & Highways,Roads & Highways,6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66,NHAI,618597,-,-,Kerala,10/2020,10/2021,07/2024,03/2028,3205.77,3898.46,2406.73,60.07
112,1107,Ministry of Road Transport & Highways,Roads & Highways,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895 and allied works,NHAI,618598,-,-,Kerala,03/2020,12/2020,06/2022,09/2026,210.0,216.94,190.46,100.0
113,1108,Ministry of Road Transport & Highways,Roads & Highways,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,NHAI,618599,-,-,Kerala,01/2021,01/2022,07/2024,08/2026,4919.46,4919.46,3765.27,100.0
113,1109,Ministry of Road Transport & Highways,Roads & Highways,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850,NHAI,618600,-,-,Kerala,02/2021,01/2022,07/2024,08/2026,4023.94,4023.94,2592.92,100.0
113,1110,Ministry of Road Transport & Highways,Roads & Highways,6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old NH-17,NHAI,618601,-,-,Kerala,06/2021,09/2022,01/2025,06/2027,4225.59,4225.59,3345.3,95.27
113,1111,Ministry of Road Transport & Highways,Roads & Highways,6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old NH-17,NHAI,618602,-,-,Kerala,06/2021,09/2022,02/2025,06/2027,4302.06,4302.06,3312.68,95.05
113,1112,Ministry of Road Transport & Highways,Roads & Highways,6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old NH-17,NHAI,618603,-,-,Kerala,11/2021,10/2022,04/2025,05/2027,3465.82,3606.2,2178.55,71.11
113,1113,Ministry of Road Transport & Highways,Roads & Highways,Aroor-Thuravoor Thekku,NHAI,618604,-,-,Kerala,08/2022,02/2023,01/2026,12/2026,2429.52,2382.83,1802.58,91.63
113,1114,Ministry of Road Transport & Highways,Roads & Highways,Thuravoor Thekku-Paravoor,NHAI,618605,-,-,Kerala,09/2021,03/2022,09/2024,05/2027,2878.97,2638.67,2514.83,81.49
113,1115,Ministry of Road Transport & Highways,Roads & Highways,Paravoor-Kottankulangara,NHAI,618606,-,-,Kerala,12/2021,08/2022,02/2025,03/2027,3273.61,3200.24,2858.55,71.2
113,1116,Ministry of Road Transport & Highways,Roads & Highways,Kottankulangara- Start of Kollam Bypass,NHAI,618607,-,-,Kerala,06/2021,04/2022,10/2024,03/2027,2842.14,3680.49,2373.2,73.89
113,1117,Ministry of Road Transport & Highways,Roads & Highways,Widening/Development of Existing NH-85 from Km 0.000 to Km 124.636 section to 2L/LPS section in the state of Kerala on EPC Mode under Bharatmala Pariyojana,NHAI,618708,-,-,Kerala,09/2022,06/2023,06/2025,03/2027,1187.47,1265.47,782.54,81.98
