report_month,state,ministry,sector,project_count,original_cost,revised_cost,expenditure
January_2026,Telangana,Ministry of Railways,Railways,11,19213.75,22977.8,12972.53
January_2026,Telangana,Ministry of Road Transport & Highways,Roads & Highways,40,25384.08,27605.8,8287.68
January_2026,Tripura,Ministry of Petroleum & Natural Gas,Energy Storage,1,656.0,656.0,500.52
January_2026,Tripura,500.52,Oil & Gas,2,9474.33,9396.51,6750.24
January_2026,Tripura,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5474.57
January_2026,Tripura,Ministry of Road Transport & Highways,Roads & Highways,10,6538.26,6562.79,238.52
January_2026,Uttar Pradesh,Department of Higher Education,Education,1,246.0,246.0,200.11
January_2026,Uttar Pradesh,Department of Telecommunications,Telecommunication,4,4220.71,3992.24,1426.77
January_2026,Uttar Pradesh,"Department of Water Resources, River Development & GR",Waste & Water,2,1532.96,1532.96,243.43
January_2026,Uttar Pradesh,243.43,Water Resources,3,2953.27,6309.81,4713.18
January_2026,Uttar Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3949.13,3949.13,959.51
January_2026,Uttar Pradesh,Ministry of Coal,Coal,2,1328.09,1328.09,1097.58
January_2026,Uttar Pradesh,1097.58,Electricity Generation,1,17237.8,21780.9,20967.25
January_2026,Uttar Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,4,55531.15,55531.2,42625.97
January_2026,Uttar Pradesh,42625.97,Waste & Water,2,797.47,797.47,707.18
January_2026,Uttar Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,11068.45,11068.5,8311.66
January_2026,Uttar Pradesh,Ministry of Petroleum & Natural Gas,Oil & Gas,3,17824.68,18213.1,1746.55
January_2026,Uttar Pradesh,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3766.21
January_2026,Uttar Pradesh,Ministry of Power,Electricity Generation,1,17195.0,17195.0,2458.83
January_2026,Uttar Pradesh,2458.83,Transmission & Distribution,5,35482.81,35482.8,2691.36
January_2026,Uttar Pradesh,Ministry of Railways,Railways,26,95077.38,168712.0,147125.33
January_2026,Uttar Pradesh,Ministry of Road Transport & Highways,Roads & Highways,99,106800.1,100784.0,30433.2
January_2026,Uttarakhand,Department of Higher Education,Education,1,650.85,650.85,308.05
January_2026,Uttarakhand,"Department of Water Resources, River Development & GR",Water Resources,1,2584.1,2584.1,991.09
January_2026,Uttarakhand,Ministry of Health & Family Welfare,Healthcare,2,650.0,1093.89,574.08
January_2026,Uttarakhand,Ministry of Housing & Urban Affairs,Real Estate,1,150.97,150.97,18.95
January_2026,Uttarakhand,Ministry of Labour and Employment,Healthcare,1,102.4,297.63,322.55
January_2026,Uttarakhand,Ministry of Power,Electricity Generation,3,11663.95,25651.4,20690.81
January_2026,Uttarakhand,Ministry of Railways,Railways,1,38953.0,38953.0,27545.81
January_2026,Uttarakhand,Ministry of Road Transport & Highways,Roads & Highways,19,10652.85,10256.4,4027.73
January_2026,West Bengal,Department of Higher Education,Education,1,500.0,442.0,403.6
January_2026,West Bengal,Department of Telecommunications,Telecommunication,2,3462.17,3462.17,1039.34
January_2026,West Bengal,"Department of Water Resources, River Development & GR",Waste & Water,1,154.73,154.73,96.17
January_2026,West Bengal,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1877.3,1877.3,492.4
January_2026,West Bengal,Ministry of Coal,Coal,13,15863.74,15863.7,2915.26
January_2026,West Bengal,Ministry of Mines,Construction,1,255.37,255.37,94.91
January_2026,West Bengal,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10463.05
January_2026,West Bengal,10463.05,Oil & Gas,11,19590.65,20535.2,12291.24
January_2026,West Bengal,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3766.21
January_2026,West Bengal,3766.21,Shipping,2,551.91,551.91,489.28
January_2026,West Bengal,Ministry of Power,Electricity Generation,3,20091.84,21644.6,4064.45
January_2026,West Bengal,4064.45,Transmission & Distribution,2,751.63,751.63,43.26
January_2026,West Bengal,Ministry of Railways,Railways,16,49559.1,60771.0,35864.52
January_2026,West Bengal,Ministry of Road Transport & Highways,Roads & Highways,17,12228.67,12550.8,2382.87
January_2026,West Bengal,Ministry of Steel,Steel,6,6733.06,6733.06,957.9
March_2026,Unknown,Ministry of Power,Transmission & Distribution,1,370.0,370.0,101.75
March_2026,Offshore,Ministry of Petroleum & Natural Gas,Oil & Gas,6,19714.58,22972.8,14972.15
March_2026,Offshore,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,177.0,197.0,383.41
March_2026,Offshore,Ministry of Railways,Railways,1,819.0,819.0,580.51
March_2026,PAN India,Department of Telecommunications,Telecommunication,5,141080.68,263402.0,73544.16
March_2026,PAN India,Ministry of Railways,Railways,1,274.39,274.39,0.0
March_2026,Andaman & Nicobar,Ministry of Housing & Urban Affairs,Real Estate,1,209.88,209.88,0.0
March_2026,Andaman & Nicobar,Ministry of Road Transport & Highways,Roads & Highways,3,653.97,1081.48,0.0
March_2026,Andhra Pradesh,Department for Promotion of Industry & Internal Trade,Real Estate,1,2139.44,2139.44,754.36
March_2026,Andhra Pradesh,Department of Higher Education,Education,1,305.0,305.0,63.37
March_2026,Andhra Pradesh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2529.89
March_2026,Andhra Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,10901.5,57269.5,28132.55
March_2026,Andhra Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1224.86,1224.86,808.44
March_2026,Andhra Pradesh,Ministry of Housing & Urban Affairs,Waste & Water,1,172.22,172.22,88.86
March_2026,Andhra Pradesh,Ministry of Labour and Employment,Healthcare,1,384.27,384.27,253.37
March_2026,Andhra Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,2658.34,2810.0,2310.2
March_2026,Andhra Pradesh,2310.20,Oil & Gas,4,36642.34,36702.3,33610.02
March_2026,Andhra Pradesh,Ministry of Power,Transmission & Distribution,6,20490.12,20490.1,6790.64
March_2026,Andhra Pradesh,Ministry of Railways,Railways,24,47210.95,55167.9,38251.01
March_2026,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,90,81748.4,80284.9,29617.93
March_2026,Arunachal Pradesh,Department of Higher Education,Education,1,592.61,592.61,551.3
March_2026,Arunachal Pradesh,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,332.43
March_2026,Arunachal Pradesh,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6739.27
March_2026,Arunachal Pradesh,Ministry of Power,Electricity Generation,4,41850.64,61640.8,30830.37
March_2026,Arunachal Pradesh,30830.37,Transmission & Distribution,2,4963.8,9338.7,8035.89
March_2026,Arunachal Pradesh,Ministry of Railways,Railways,1,435.0,1250.0,843.65
March_2026,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12,8579.09,8579.09,1173.52
March_2026,Assam,Department of Higher Education,Education,1,153.71,153.71,137.84
March_2026,Assam,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,332.43
March_2026,Assam,"Department of Water Resources, River Development & GR",Water Resources,1,256.16,256.16,44.7
March_2026,Assam,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1712.0,2520.0,2602.19
March_2026,Assam,Ministry of Coal,Coal,2,449.23,449.23,198.08
March_2026,Assam,Ministry of Labour and Employment,Healthcare,1,143.23,154.75,130.08
March_2026,Assam,Ministry of Petroleum & Natural Gas,Energy Storage,3,10768.4,11947.4,11079.17
March_2026,Assam,11079.17,Oil & Gas,13,26860.47,37215.3,29089.99
March_2026,Assam,Ministry of Power,Electricity Generation,1,6285.33,26075.5,26119.27
March_2026,Assam,26119.27,Transmission & Distribution,1,5111.33,6700.0,5577.75
March_2026,Assam,Ministry of Railways,Railways,8,18227.15,19942.2,11245.52
March_2026,Assam,Ministry of Road Transport & Highways,Roads & Highways,55,49110.85,49762.0,13978.5
March_2026,Bihar,Department of Higher Education,Education,1,499.21,499.21,449.39
March_2026,Bihar,Department of Telecommunications,Telecommunication,3,3883.82,3691.11,1231.42
March_2026,Bihar,"Department of Water Resources, River Development & GR",Waste & Water,5,2351.43,2351.43,1303.45
March_2026,Bihar,1303.45,Water Resources,2,2193.34,3088.88,620.65
March_2026,Bihar,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3541.56,3541.56,1556.2
March_2026,Bihar,Ministry of Health & Family Welfare,Healthcare,1,250.0,500.0,100.21
March_2026,Bihar,100.21,Healthcare,1,1264.0,1264.0,0.0
March_2026,Bihar,Ministry of Housing & Urban Affairs,Urban Public Transport,1,13365.77,13365.8,5068.37
March_2026,Bihar,5068.37,Waste & Water,1,158.78,158.78,93.35
March_2026,Bihar,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10771.24
March_2026,Bihar,10771.24,Oil & Gas,7,25153.5,27018.2,14283.32
March_2026,Bihar,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3956.59
March_2026,Bihar,Ministry of Power,Electricity Generation,2,40387.09,43704.6,15800.15
March_2026,Bihar,15800.15,Transmission & Distribution,3,3119.63,3119.63,130.16
March_2026,Bihar,Ministry of Railways,Railways,21,41041.25,45509.6,19683.67
March_2026,Bihar,Ministry of Road Transport & Highways,Roads & Highways,76,93254.95,92354.0,27001.06
March_2026,Chhattisgarh,Department of Higher Education,Education,1,1188.97,1188.97,0.0
March_2026,Chhattisgarh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2529.89
March_2026,Chhattisgarh,"Department of Water Resources, River Development & GR",Water Resources,2,842.26,1109.33,867.91
March_2026,Chhattisgarh,Ministry of Coal,Coal,14,34428.39,34428.4,12677.49
March_2026,Chhattisgarh,12677.49,Railways,1,1686.22,2438.53,618.64
March_2026,Chhattisgarh,Ministry of Health & Family Welfare,Healthcare,3,975.0,972.85,503.99
March_2026,Chhattisgarh,Ministry of Petroleum & Natural Gas,Oil & Gas,3,10613.29,11024.0,7458.67
March_2026,Chhattisgarh,Ministry of Power,Electricity Generation,2,25321.0,25897.0,6162.51
March_2026,Chhattisgarh,Ministry of Railways,Railways,19,35085.53,39529.7,21075.24
March_2026,Chhattisgarh,Ministry of Road Transport & Highways,Roads & Highways,24,19089.87,20458.4,7723.21
March_2026,Chhattisgarh,Ministry of Steel,Metals & Mining,1,1700.0,1756.2,253.33
March_2026,Chhattisgarh,253.33,Steel,5,7180.39,9700.39,5999.3
March_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Housing & Urban Affairs,Waste & Water,1,210.0,210.0,0.0
March_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Power,Transmission & Distribution,1,4546.26,4546.26,4523.49
March_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Railways,Railways,1,108000.0,108000.0,90395.89
March_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Road Transport & Highways,Roads & Highways,2,2107.8,2891.81,743.21
March_2026,Delhi,Department of Higher Education,Education,2,706.49,709.42,349.39
March_2026,Delhi,Department of Telecommunications,Telecommunication,1,248.2,248.2,236.91
March_2026,Delhi,Ministry of Health & Family Welfare,Healthcare,2,4799.19,4799.19,24.68
March_2026,Delhi,Ministry of Housing & Urban Affairs,Real Estate,1,32850.0,32841.0,13885.72
March_2026,Delhi,13885.72,Urban Public Transport,4,51594.36,51594.4,20289.29
March_2026,Delhi,Ministry of Power,Transmission & Distribution,2,2331.0,2331.0,1835.29
March_2026,Delhi,Ministry of Railways,Railways,5,19348.46,20637.1,10618.83
March_2026,Delhi,Ministry of Road Transport & Highways,Roads & Highways,6,11477.2,15088.6,10367.02
March_2026,Goa,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,255.69,255.69,156.7
March_2026,Goa,Ministry of Railways,Railways,2,5804.49,6182.62,6461.03
March_2026,Goa,Ministry of Road Transport & Highways,Roads & Highways,4,1729.55,1505.43,183.17
March_2026,Gujarat,Department of Higher Education,Education,1,490.63,490.63,329.53
March_2026,Gujarat,"Department of Water Resources, River Development & GR",Water Resources,2,25739.93,40082.8,36817.84
March_2026,Gujarat,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1668.1,1914.1,962.12
March_2026,Gujarat,Ministry of Coal,Electricity Generation,4,5421.78,5421.78,2490.75
March_2026,Gujarat,Ministry of Health & Family Welfare,Healthcare,3,1845.0,2477.48,2142.58
March_2026,Gujarat,Ministry of Housing & Urban Affairs,Real Estate,1,539.0,539.0,39.63
March_2026,Gujarat,39.63,Urban Public Transport,2,22793.32,24944.9,21309.58
March_2026,Gujarat,21309.58,Waste & Water,1,200.0,200.0,100.0
March_2026,Gujarat,Ministry of Labour and Employment,Healthcare,2,763.99,763.99,107.54
March_2026,Gujarat,Ministry of Petroleum & Natural Gas,Energy Storage,3,19472.86,19420.4,15409.74
March_2026,Gujarat,15409.74,Oil & Gas,11,32704.12,32414.6,24630.06
March_2026,Gujarat,"Ministry of Ports, Shipping and Waterways",Shipping,2,4414.64,4455.25,1577.5
March_2026,Gujarat,1577.50,"Tourism, Hospitality & Wellness",1,573.0,1238.05,611.24
March_2026,Gujarat,Ministry of Power,Electricity Generation,1,339.35,339.35,370.0
March_2026,Gujarat,370.00,Transmission & Distribution,16,69253.53,69253.5,13875.1
March_2026,Gujarat,Ministry of Railways,Railways,25,186405.66,264214.0,238186.91
March_2026,Gujarat,Ministry of Road Transport & Highways,Roads & Highways,45,48820.61,55725.3,25015.8
March_2026,Haryana,Department for Promotion of Industry & Internal Trade,Logistics Infrastructure,1,763.0,763.0,430.0
March_2026,Haryana,Ministry of Health & Family Welfare,Healthcare,1,1299.0,1646.43,651.42
March_2026,Haryana,Ministry of Housing & Urban Affairs,Urban Public Transport,2,11683.71,11683.7,165.01
March_2026,Haryana,165.01,Waste & Water,2,491.2,491.2,408.81
March_2026,Haryana,Ministry of Petroleum & Natural Gas,Energy Storage,1,9028.0,9028.0,7132.48
March_2026,Haryana,7132.48,Oil & Gas,6,46284.07,49955.1,36483.78
March_2026,Haryana,Ministry of Power,Transmission & Distribution,2,11326.0,11326.0,2533.05
March_2026,Haryana,Ministry of Railways,Railways,4,53464.0,126368.0,125759.33
March_2026,Haryana,Ministry of Road Transport & Highways,Roads & Highways,24,32523.29,35571.1,13358.4
March_2026,Himachal Pradesh,Department of Higher Education,Education,3,811.15,921.89,680.8
March_2026,Himachal Pradesh,Ministry of Power,Electricity Generation,3,5113.04,11168.7,4082.68
March_2026,Himachal Pradesh,Ministry of Railways,Railways,2,14987.0,14987.1,8135.59
March_2026,Himachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,24,21827.16,25954.6,9348.82
March_2026,Jammu and Kashmir,Department of Higher Education,Education,1,424.93,500.91,484.52
March_2026,Jammu and Kashmir,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,861.37,861.37,316.6
March_2026,Jammu and Kashmir,Ministry of Health & Family Welfare,Healthcare,1,1828.0,2160.84,1545.05
March_2026,Jammu and Kashmir,Ministry of Petroleum & Natural Gas,Oil & Gas,2,1059.9,1059.9,293.22
March_2026,Jammu and Kashmir,Ministry of Power,Electricity Generation,4,22207.77,27945.1,15595.18
March_2026,Jammu and Kashmir,15595.18,Transmission & Distribution,1,218.6,218.6,3.28
March_2026,Jammu and Kashmir,Ministry of Road Transport & Highways,Roads & Highways,37,33781.46,33862.9,12868.39
March_2026,Jharkhand,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2529.89
March_2026,Jharkhand,"Department of Water Resources, River Development & GR",Water Resources,2,5430.04,12010.3,6172.77
March_2026,Jharkhand,Ministry of Coal,Coal,28,51354.95,51119.3,11216.59
March_2026,Jharkhand,11216.59,Railways,1,1799.64,2564.34,1663.13
March_2026,Jharkhand,Ministry of Health & Family Welfare,Healthcare,2,500.0,958.9,332.0
March_2026,Jharkhand,Ministry of Housing & Urban Affairs,Waste & Water,3,654.14,654.14,403.16
March_2026,Jharkhand,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10771.24
March_2026,Jharkhand,10771.24,Oil & Gas,3,2010.07,2010.07,688.07
March_2026,Jharkhand,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3956.59
March_2026,Jharkhand,Ministry of Power,Coal,2,2083.0,2365.0,1007.33
March_2026,Jharkhand,1007.33,Electricity Generation,2,33026.0,34660.0,20407.92
March_2026,Jharkhand,20407.92,Transmission & Distribution,1,1842.25,1842.25,1648.05
March_2026,Jharkhand,Ministry of Railways,Railways,13,37614.07,38474.7,11229.0
March_2026,Jharkhand,Ministry of Road Transport & Highways,Roads & Highways,36,40068.85,39106.5,12668.11
March_2026,Jharkhand,Ministry of Steel,Steel,6,2854.58,3572.87,1856.78
March_2026,Karnataka,Department for Promotion of Industry & Internal Trade,Real Estate,1,1701.81,1701.81,278.35
March_2026,Karnataka,"Department of Water Resources, River Development & GR",Water Resources,1,770.16,1606.07,1515.6
March_2026,Karnataka,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1143.4,1143.4,720.37
March_2026,Karnataka,Ministry of Housing & Urban Affairs,Urban Public Transport,2,41193.24,45483.2,40124.3
March_2026,Karnataka,40124.30,Waste & Water,2,337.69,337.69,183.23
March_2026,Karnataka,Ministry of Labour and Employment,Healthcare,2,428.92,428.92,74.99
March_2026,Karnataka,Ministry of Petroleum & Natural Gas,Energy Storage,1,678.0,1732.0,1087.93
March_2026,Karnataka,1087.93,Oil & Gas,5,9662.0,12693.6,9473.72
March_2026,Karnataka,"Ministry of Ports, Shipping and Waterways",Shipping,1,153.23,153.23,58.93
March_2026,Karnataka,Ministry of Power,Transmission & Distribution,9,21604.0,21604.0,6184.93
March_2026,Karnataka,Ministry of Railways,Railways,17,39252.29,45089.9,19409.09
